applicant_id,gender,age,num_children,family_size,family_status,education_type,housing_type,own_car,own_property,income_type,occupation_type,annual_income,years_employed,credit_history_months,existing_credit_lines,debt_to_income_ratio,late_payments_24m,has_email,has_work_phone,approved,application_date,product_type,requested_credit_limit,application_channel,application_purpose,monthly_debt_obligation,monthly_expenses,total_outstanding_debt,current_credit_limit,current_credit_balance,credit_score,synthetic_enrichment,synthetic_version,monthly_income,disposable_income,credit_utilization_ratio,total_credit_exposure,income_band,dti_band,credit_history_band,employment_band,payment_risk_indicator,model_target_approval
100080,F,23,2,4,Single / not married,Lower secondary,House / apartment,N,N,Working,High skill tech staff,114000.0,0.8,5,4,0.43,0,0,1,0,2026-08-09,Credit Card,114140.89,Branch,General Spending,3950.01,3177.41,45767.46,68218.45,25704.72,493,1,v1.0,9500.0,2372.58,0.3768,71472.18,Very High,High,New,New,Low,0
100081,F,33,0,2,Separated,Higher education,Rented apartment,N,Y,State servant,Unemployed,80900.0,3.8,37,1,0.178,0,1,0,1,2025-09-30,Credit Card,22235.68,Web,General Spending,1256.77,2590.28,25264.59,27557.42,4760.28,593,1,v1.0,6741.67,2894.62,0.1727,30024.87,High,Low,Established,Experienced,Low,1
100082,M,49,0,2,Separated,Secondary,House / apartment,N,N,Working,Accountants,60200.0,1.3,60,5,0.287,0,0,0,0,2025-04-11,Credit Card,83468.67,Partner,Emergency Expense,1421.78,1514.46,29736.55,75761.7,23661.93,609,1,v1.0,5016.67,2080.43,0.3123,53398.48,High,Moderate,Established,Early Career,Low,0
100083,M,34,1,3,Single / not married,Incomplete higher,House / apartment,Y,Y,State servant,Sales staff,63800.0,12.7,34,3,0.405,0,0,0,0,2026-06-03,Credit Card,35312.23,Web,Emergency Expense,2126.94,2669.17,24045.09,36837.68,7779.23,608,1,v1.0,5316.67,520.56,0.2112,31824.32,High,High,Developing,Long Tenure,Low,0
100084,M,31,3,4,Civil marriage,Incomplete higher,House / apartment,Y,Y,Commercial associate,High skill tech staff,60100.0,16.4,33,1,0.176,0,1,1,0,2026-01-28,Credit Card,56169.4,Partner,General Spending,875.37,1738.22,15983.78,32148.47,7079.21,593,1,v1.0,5008.33,2394.74,0.2202,23062.99,High,Low,Developing,Long Tenure,Low,0
100085,M,51,0,2,Married,Incomplete higher,House / apartment,Y,N,Working,Core staff,37900.0,8.0,38,2,0.194,0,1,0,1,2026-03-13,Personal Loan,105710.22,Mobile App,General Spending,566.54,1050.69,11849.73,28452.66,4385.58,606,1,v1.0,3158.33,1541.1,0.1541,16235.31,Medium,Low,Established,Long Tenure,Low,1
100086,F,25,3,5,Married,Secondary,With parents,N,Y,Commercial associate,Managers,35300.0,0.9,11,2,0.476,0,1,1,0,2025-03-02,Credit Card,78251.99,Mobile App,General Spending,1138.98,1462.39,17054.83,41348.27,6602.03,559,1,v1.0,2941.67,340.3,0.1597,23656.86,Medium,High,New,New,Low,0
100087,F,36,3,5,Married,Secondary,House / apartment,N,N,Pensioner,Managers,39900.0,0.0,30,2,0.276,0,1,0,0,2025-07-14,Credit Card,58247.35,Branch,Debt Consolidation,868.57,1687.17,19693.78,40363.8,12356.91,698,1,v1.0,3325.0,769.26,0.3061,32050.69,Medium,Moderate,Developing,New,Low,0
100088,F,43,2,4,Single / not married,Higher education,House / apartment,N,N,Working,High skill tech staff,39900.0,4.7,137,1,0.409,0,1,0,0,2026-04-24,Credit Card,80558.89,Web,General Spending,1518.49,1765.45,17444.4,17158.34,3268.9,745,1,v1.0,3325.0,41.06,0.1905,20713.3,Medium,High,Long,Experienced,Low,0
100089,M,33,2,3,Civil marriage,Secondary,House / apartment,N,N,Working,Core staff,61000.0,11.4,38,1,0.301,0,0,1,0,2026-06-03,Personal Loan,84054.61,Mobile App,Debt Consolidation,1702.74,2421.3,17065.75,17503.39,3165.52,606,1,v1.0,5083.33,959.29,0.1809,20231.27,High,Moderate,Established,Long Tenure,Low,0
100090,M,48,2,3,Married,Secondary,Rented apartment,Y,Y,Working,Accountants,45900.0,2.9,89,2,0.219,0,1,1,1,2025-09-29,Credit Card,55963.16,Branch,Debt Consolidation,900.65,2331.39,9411.73,24687.14,4608.01,734,1,v1.0,3825.0,592.96,0.1867,14019.74,Medium,Moderate,Long,Early Career,Low,1
100091,F,33,2,4,Separated,Secondary,With parents,N,Y,Working,Laborers,35200.0,23.7,71,0,0.276,0,1,0,1,2026-05-17,Credit Card,29195.22,Web,Emergency Expense,777.62,1008.19,17578.04,14494.61,5575.18,660,1,v1.0,2933.33,1147.52,0.3846,23153.22,Medium,Moderate,Long,Long Tenure,Low,1
100092,F,55,1,2,Civil marriage,Higher education,House / apartment,Y,Y,Commercial associate,Unknown,39800.0,9.7,190,1,0.309,0,1,0,1,2026-06-09,Credit Card,55626.01,Mobile App,General Spending,960.04,1907.75,17207.29,22615.46,8424.98,690,1,v1.0,3316.67,448.88,0.3725,25632.27,Medium,Moderate,Long,Long Tenure,Low,1
100093,F,38,0,2,Married,Secondary,House / apartment,N,Y,Working,High skill tech staff,148500.0,1.4,26,2,0.37,0,1,1,1,2025-08-30,Credit Card,88293.71,Mobile App,Debt Consolidation,5173.84,5493.52,51051.63,69100.11,8737.18,609,1,v1.0,12375.0,1707.64,0.1264,59788.81,Very High,High,Developing,Early Career,Low,1
100094,F,47,0,1,Married,Secondary,House / apartment,N,Y,Working,Medicine staff,39800.0,6.6,39,1,0.224,0,0,0,0,2026-07-14,Credit Line,17703.0,Web,Debt Consolidation,678.56,2043.76,9651.78,24831.57,2932.43,598,1,v1.0,3316.67,594.35,0.1181,12584.21,Medium,Moderate,Established,Experienced,Low,0
100095,F,48,0,2,Widow,Higher education,House / apartment,N,N,State servant,Medicine staff,40300.0,4.4,155,0,0.179,0,1,1,1,2025-06-29,Credit Card,107039.63,Mobile App,Travel,603.04,1283.17,7780.2,11584.79,4098.52,667,1,v1.0,3358.33,1472.12,0.3538,11878.72,Medium,Low,Long,Experienced,Low,1
100096,F,33,0,1,Married,Secondary,Municipal apartment,Y,Y,Commercial associate,Sales staff,36100.0,8.0,21,1,0.171,0,0,0,1,2025-05-30,Credit Card,80144.13,Mobile App,Debt Consolidation,583.95,1900.4,12865.52,18800.27,7071.65,551,1,v1.0,3008.33,523.98,0.3761,19937.17,Medium,Low,Developing,Long Tenure,Low,1
100097,M,21,0,2,Married,Secondary,House / apartment,N,Y,Working,Core staff,59700.0,2.8,0,2,0.239,0,1,0,0,2026-03-02,Credit Card,57856.53,Web,General Spending,1200.82,3002.47,16418.59,32831.21,8535.21,610,1,v1.0,4975.0,771.71,0.26,24953.8,Medium,Moderate,New,Early Career,Low,0
100098,M,43,2,3,Married,Higher education,With parents,N,Y,Commercial associate,Sales staff,48200.0,0.1,43,3,0.459,0,0,0,0,2026-02-01,Credit Card,35485.29,Branch,General Spending,1800.36,1448.45,16868.19,30911.45,9232.55,604,1,v1.0,4016.67,767.86,0.2987,26100.74,Medium,High,Established,New,Low,0
100099,M,40,1,3,Married,Higher education,House / apartment,N,N,Pensioner,Drivers,13800.0,0.0,67,1,0.142,0,1,1,0,2025-03-29,Credit Card,76614.77,Web,Emergency Expense,178.45,520.05,1458.94,10919.79,2048.62,634,1,v1.0,1150.0,451.5,0.1876,3507.56,Low,Low,Long,New,Low,0
100100,M,46,0,1,Single / not married,Higher education,House / apartment,N,N,Working,Core staff,107400.0,6.4,57,1,0.254,0,1,0,1,2026-06-03,Credit Card,59201.11,Mobile App,Debt Consolidation,2286.4,3446.43,39188.33,48804.88,10183.08,653,1,v1.0,8950.0,3217.17,0.2086,49371.41,Very High,Moderate,Established,Experienced,Low,1
100101,F,37,2,4,Married,Secondary,Rented apartment,N,Y,Pensioner,Security staff,12000.0,0.0,74,0,0.132,0,1,0,0,2025-05-05,Credit Card,11305.76,Web,Emergency Expense,134.07,349.72,1396.52,5000.0,448.77,631,1,v1.0,1000.0,516.21,0.0898,1845.29,Low,Low,Long,New,Low,0
100102,M,35,0,2,Civil marriage,Secondary,House / apartment,Y,Y,Working,Core staff,35300.0,16.7,23,0,0.254,0,1,0,1,2026-05-17,Personal Loan,56051.08,Mobile App,Emergency Expense,837.72,1282.0,20007.47,8378.75,2449.86,573,1,v1.0,2941.67,821.95,0.2924,22457.33,Medium,Moderate,Developing,Long Tenure,Low,1
100103,F,62,0,2,Separated,Higher education,With parents,Y,N,Working,High skill tech staff,46800.0,2.5,198,1,0.203,0,1,0,1,2025-01-05,Personal Loan,35734.41,Mobile App,Travel,630.51,1900.5,14191.41,21645.8,2932.77,732,1,v1.0,3900.0,1368.99,0.1355,17124.18,Medium,Moderate,Long,Early Career,Low,1
100104,F,23,2,4,Civil marriage,Academic degree,House / apartment,Y,Y,State servant,Drivers,76400.0,5.3,8,3,0.334,0,1,1,0,2026-05-12,Credit Card,89629.71,Mobile App,Travel,2187.51,2804.85,35691.95,72129.86,21815.18,632,1,v1.0,6366.67,1374.31,0.3024,57507.13,High,Moderate,New,Experienced,Low,0
100105,M,48,0,2,Separated,Secondary,With parents,N,Y,Working,Managers,40500.0,0.7,120,3,0.307,0,1,0,0,2026-05-06,Credit Line,78858.58,Web,General Spending,972.6,1404.31,18665.04,38879.08,9519.65,673,1,v1.0,3375.0,998.09,0.2449,28184.69,Medium,Moderate,Long,New,Low,0
100106,M,33,1,3,Married,Higher education,Rented apartment,Y,Y,Commercial associate,Laborers,39800.0,0.2,37,1,0.342,0,1,0,0,2026-05-02,Credit Line,33468.95,Mobile App,General Spending,1115.5,1375.62,12470.9,24759.18,8422.99,581,1,v1.0,3316.67,825.55,0.3402,20893.89,Medium,Moderate,Established,New,Low,0
100107,F,36,0,2,Married,Secondary,Rented apartment,Y,Y,Working,Sales staff,58100.0,4.4,93,0,0.243,0,1,1,1,2026-02-19,Credit Card,17370.1,Web,Education,1187.16,1725.38,9882.15,10413.93,1750.05,680,1,v1.0,4841.67,1929.13,0.168,11632.2,Medium,Moderate,Long,Experienced,Low,1
100108,M,36,0,2,Married,Secondary,House / apartment,N,Y,Commercial associate,High skill tech staff,43800.0,3.8,26,2,0.273,0,1,0,0,2025-10-21,Credit Card,57145.44,Web,Emergency Expense,942.6,1379.56,7938.54,29002.97,3764.5,623,1,v1.0,3650.0,1327.84,0.1298,11703.04,Medium,Moderate,Developing,Experienced,Low,0
100109,M,31,2,3,Civil marriage,Secondary,Municipal apartment,N,Y,Working,Core staff,29600.0,36.7,60,1,0.188,0,1,0,1,2026-03-16,Credit Card,55580.41,Branch,Education,472.21,1197.07,8060.31,14680.96,1842.17,661,1,v1.0,2466.67,797.39,0.1255,9902.48,Low,Low,Established,Long Tenure,Low,1
100110,M,46,0,2,Widow,Incomplete higher,House / apartment,N,N,Working,Laborers,92500.0,10.4,104,2,0.188,0,1,0,1,2025-06-22,Credit Card,90462.34,Branch,Debt Consolidation,1493.84,2741.64,16008.49,39512.11,8087.2,690,1,v1.0,7708.33,3472.85,0.2047,24095.69,High,Low,Long,Long Tenure,Low,1
100111,M,55,3,5,Married,Secondary,Rented apartment,N,Y,Commercial associate,Security staff,71300.0,7.3,196,0,0.273,0,1,0,1,2026-05-02,Credit Card,84929.04,Partner,Education,1648.48,3507.49,32040.33,22116.65,4853.97,709,1,v1.0,5941.67,785.7,0.2195,36894.3,High,Moderate,Long,Long Tenure,Low,1
100112,F,45,0,2,Married,Secondary,House / apartment,Y,Y,Pensioner,Drivers,44300.0,0.0,132,3,0.218,0,1,0,1,2025-12-13,Credit Card,14314.61,Web,General Spending,811.96,2058.69,15616.31,33193.0,3744.6,724,1,v1.0,3691.67,821.02,0.1128,19360.91,Medium,Moderate,Long,New,Low,1
100113,F,41,0,2,Married,Higher education,House / apartment,N,Y,Pensioner,Laborers,32400.0,0.0,50,2,0.222,0,1,1,0,2025-10-13,Credit Line,103114.96,Mobile App,Debt Consolidation,593.76,1744.47,13891.97,31156.47,5419.57,686,1,v1.0,2700.0,361.77,0.1739,19311.54,Medium,Moderate,Established,New,Low,0
100114,F,29,2,3,Married,Secondary,With parents,N,N,Working,Laborers,51600.0,13.4,18,0,0.067,0,0,0,1,2025-11-11,Credit Card,35806.26,Mobile App,Debt Consolidation,285.84,1766.7,5816.63,18438.49,3252.34,639,1,v1.0,4300.0,2247.46,0.1764,9068.97,Medium,Low,Developing,Long Tenure,Low,1
100115,F,45,3,5,Married,Secondary,House / apartment,N,Y,Working,Laborers,101600.0,0.6,92,2,0.347,0,1,0,1,2025-12-21,Personal Loan,86460.9,Mobile App,General Spending,2956.59,3080.5,50314.74,56616.77,17587.72,651,1,v1.0,8466.67,2429.58,0.3106,67902.46,Very High,Moderate,Long,New,Low,1
100116,F,63,0,2,Civil marriage,Secondary,With parents,Y,Y,Pensioner,Unemployed,21300.0,0.0,211,3,0.28,0,0,0,0,2025-01-24,Credit Card,14986.12,Mobile App,General Spending,459.53,579.41,6218.06,21151.73,4910.91,670,1,v1.0,1775.0,736.06,0.2322,11128.97,Low,Moderate,Long,New,Low,0
100117,M,35,0,2,Married,Academic degree,House / apartment,N,N,Working,Sales staff,68000.0,1.4,42,1,0.144,0,1,0,0,2025-03-29,Credit Card,106671.1,Mobile App,General Spending,898.91,2394.08,20965.35,31870.87,7946.27,653,1,v1.0,5666.67,2373.68,0.2493,28911.62,High,Low,Established,Early Career,Low,0
100118,F,35,1,3,Married,Secondary,House / apartment,N,N,Working,High skill tech staff,58800.0,6.6,84,1,0.155,0,1,0,1,2025-06-02,Personal Loan,107566.24,Mobile App,General Spending,753.96,3049.42,8282.68,29177.52,5831.93,647,1,v1.0,4900.0,1096.62,0.1999,14114.61,Medium,Low,Long,Experienced,Low,1
100119,F,33,0,1,Married,Academic degree,House / apartment,Y,N,Working,Laborers,56700.0,11.5,36,0,0.112,0,1,0,1,2025-03-13,Credit Card,109749.32,Branch,Education,512.12,2395.19,5733.44,16733.45,3136.66,643,1,v1.0,4725.0,1817.69,0.1874,8870.1,Medium,Low,Developing,Long Tenure,Low,1
100120,F,34,0,2,Married,Secondary,House / apartment,N,Y,State servant,Unknown,27600.0,17.8,18,1,0.182,0,0,0,0,2025-10-01,Credit Card,54461.63,Web,Education,431.86,1461.63,7811.69,12662.83,3097.64,625,1,v1.0,2300.0,406.51,0.2446,10909.33,Low,Low,Developing,Long Tenure,Low,0
100121,F,21,2,4,Single / not married,Secondary,House / apartment,Y,Y,Pensioner,Laborers,19400.0,0.0,0,0,0.289,0,1,0,0,2026-02-21,Credit Card,53754.76,Mobile App,Travel,462.93,1002.18,11012.86,7835.02,1107.32,603,1,v1.0,1616.67,151.56,0.1413,12120.18,Low,Moderate,New,New,Low,0
100122,M,44,1,2,Married,Lower secondary,Co-op apartment,Y,N,Working,Medicine staff,124300.0,11.9,47,3,0.302,0,1,1,1,2026-02-12,Personal Loan,126806.06,Web,Education,3439.19,4484.22,32078.98,55742.78,21825.88,596,1,v1.0,10358.33,2434.92,0.3915,53904.86,Very High,Moderate,Established,Long Tenure,Low,1
100123,M,30,0,2,Married,Higher education,House / apartment,Y,Y,Pensioner,Unemployed,39200.0,0.0,55,1,0.167,0,1,0,0,2025-10-21,Credit Card,82471.03,Mobile App,Travel,584.58,1480.69,13935.38,16145.2,3330.76,671,1,v1.0,3266.67,1201.4,0.2063,17266.14,Medium,Low,Established,New,Low,0
100124,M,22,0,2,Single / not married,Secondary,House / apartment,N,N,Pensioner,Core staff,17600.0,0.0,4,4,0.382,0,1,0,0,2026-06-17,Credit Card,12073.27,Web,Education,564.43,593.67,8059.78,28946.89,7455.55,601,1,v1.0,1466.67,308.57,0.2576,15515.33,Low,High,New,New,Low,0
100125,M,48,3,4,Married,Higher education,With parents,N,Y,Working,Sales staff,25200.0,1.9,76,1,0.159,0,0,1,0,2025-12-19,Credit Card,27532.85,Web,General Spending,358.98,1175.3,6542.07,22135.62,4817.35,666,1,v1.0,2100.0,565.72,0.2176,11359.42,Low,Low,Long,Early Career,Low,0
100126,F,28,1,2,Separated,Secondary,House / apartment,Y,N,Working,Laborers,32500.0,7.2,24,0,0.166,0,0,0,0,2025-02-19,Credit Card,17586.97,Mobile App,General Spending,458.05,1352.23,8680.06,10253.55,2983.18,587,1,v1.0,2708.33,898.05,0.2909,11663.24,Medium,Low,Developing,Long Tenure,Low,0
100127,F,36,1,3,Single / not married,Higher education,With parents,Y,N,Pensioner,Sales staff,20000.0,0.0,51,2,0.276,0,1,0,0,2026-04-22,Credit Card,13114.06,Mobile App,Travel,417.53,537.0,7061.52,33407.4,8888.8,633,1,v1.0,1666.67,712.14,0.2661,15950.32,Low,Moderate,Established,New,Low,0
100128,M,56,0,1,Married,Higher education,With parents,Y,Y,Commercial associate,Core staff,72900.0,11.0,145,0,0.214,0,0,1,1,2025-12-24,Credit Card,64598.67,Partner,Debt Consolidation,1392.6,3775.83,31596.48,23547.49,6244.18,721,1,v1.0,6075.0,906.57,0.2652,37840.66,High,Moderate,Long,Long Tenure,Low,1
100129,F,24,0,2,Married,Secondary,House / apartment,N,N,Working,High skill tech staff,23300.0,1.9,7,1,0.273,0,1,1,0,2026-01-31,Credit Card,29489.57,Web,Emergency Expense,449.48,1116.3,5919.61,19758.87,4722.61,610,1,v1.0,1941.67,375.89,0.239,10642.22,Low,Moderate,New,Early Career,Low,0
100130,M,23,0,2,Separated,Lower secondary,House / apartment,Y,Y,Working,High skill tech staff,113400.0,5.0,3,1,0.203,0,1,0,0,2025-12-19,Credit Card,43245.81,Web,Debt Consolidation,1378.63,5920.78,27249.94,54270.57,6752.2,587,1,v1.0,9450.0,2150.59,0.1244,34002.14,Very High,Moderate,New,Experienced,Low,0
100131,M,42,0,2,Married,Higher education,House / apartment,N,Y,Pensioner,Managers,36100.0,0.0,93,2,0.235,0,0,0,0,2025-12-11,Credit Card,80323.14,Mobile App,General Spending,746.43,1165.16,12461.18,37866.09,757.32,694,1,v1.0,3008.33,1096.74,0.02,13218.5,Medium,Moderate,Long,New,Low,0
100132,M,52,0,2,Married,Secondary,House / apartment,N,N,Pensioner,Core staff,51200.0,0.0,134,3,0.313,0,0,1,0,2025-02-26,Personal Loan,19873.29,Mobile App,General Spending,1382.86,2404.47,28030.33,58111.28,18029.7,729,1,v1.0,4266.67,479.34,0.3103,46060.03,Medium,Moderate,Long,New,Low,0
100133,M,22,0,2,Civil marriage,Secondary,Co-op apartment,N,N,State servant,Managers,56200.0,2.7,3,1,0.144,0,1,0,1,2025-12-15,Credit Card,56067.53,Mobile App,Emergency Expense,694.73,2444.0,15173.83,23024.22,6306.91,586,1,v1.0,4683.33,1544.6,0.2739,21480.74,Medium,Low,New,Early Career,Low,1
100134,F,44,1,3,Married,Incomplete higher,With parents,N,N,Working,Managers,50100.0,0.5,136,1,0.162,0,1,0,0,2026-05-11,Credit Card,59738.18,Partner,Debt Consolidation,751.54,1432.5,10715.18,24593.63,2527.03,727,1,v1.0,4175.0,1990.96,0.1028,13242.21,Medium,Low,Long,New,Low,0
100135,M,46,1,3,Married,Secondary,Rented apartment,Y,Y,Pensioner,Drivers,23200.0,0.0,133,1,0.245,0,1,0,0,2025-07-09,Credit Card,54639.12,Mobile App,General Spending,472.73,755.64,3861.67,22511.34,2659.59,691,1,v1.0,1933.33,704.96,0.1181,6521.26,Low,Moderate,Long,New,Low,0
100136,F,21,0,2,Single / not married,Higher education,House / apartment,N,N,Working,Drivers,43600.0,0.3,0,0,0.293,0,1,0,0,2026-01-11,Credit Line,82244.15,Mobile App,Debt Consolidation,1032.35,1333.86,21267.82,15503.69,2236.29,574,1,v1.0,3633.33,1267.12,0.1442,23504.11,Medium,Moderate,New,New,Low,0
100137,F,48,1,3,Civil marriage,Lower secondary,House / apartment,Y,Y,Commercial associate,Drivers,61300.0,17.5,111,1,0.222,0,1,0,0,2025-01-20,Credit Card,37634.14,Partner,General Spending,1206.32,1806.73,12224.01,21176.04,3500.49,702,1,v1.0,5108.33,2095.28,0.1653,15724.5,High,Moderate,Long,Long Tenure,Low,0
100138,M,49,1,3,Separated,Higher education,House / apartment,Y,Y,Working,Sales staff,61300.0,10.8,50,4,0.407,0,0,1,0,2025-08-05,Credit Card,107982.06,Web,Debt Consolidation,1960.37,2693.55,24493.14,56009.76,10963.12,617,1,v1.0,5108.33,454.41,0.1957,35456.26,High,High,Established,Long Tenure,Low,0
100139,F,36,0,2,Married,Higher education,House / apartment,N,Y,Working,Managers,31400.0,0.4,41,2,0.226,0,1,0,0,2025-09-30,Credit Card,31894.78,Mobile App,Emergency Expense,580.1,1578.16,9976.9,30817.68,6899.87,596,1,v1.0,2616.67,458.41,0.2239,16876.77,Medium,Moderate,Established,New,Low,0
100140,F,53,0,2,Civil marriage,Secondary,Rented apartment,N,N,Commercial associate,Sales staff,17700.0,10.2,196,3,0.206,0,1,0,0,2026-09-05,Credit Card,12012.33,Web,Debt Consolidation,309.99,952.49,3412.19,21213.51,4678.63,718,1,v1.0,1475.0,212.52,0.2205,8090.82,Low,Moderate,Long,Long Tenure,Low,0
100141,M,52,1,3,Married,Higher education,House / apartment,N,N,Working,Drivers,47900.0,0.7,186,1,0.262,0,0,1,0,2025-05-14,Credit Card,18494.4,Web,Education,1073.64,1497.91,23280.24,26749.24,6090.7,695,1,v1.0,3991.67,1420.12,0.2277,29370.94,Medium,Moderate,Long,New,Low,0
100142,F,41,0,1,Married,Secondary,House / apartment,Y,N,Commercial associate,Managers,102800.0,7.2,53,3,0.203,0,0,0,1,2025-06-22,Credit Card,30791.96,Partner,Debt Consolidation,1692.7,4591.56,21195.76,72871.27,11933.83,640,1,v1.0,8566.67,2282.41,0.1638,33129.59,Very High,Moderate,Established,Long Tenure,Low,1
100143,M,35,0,2,Married,Lower secondary,House / apartment,N,Y,Pensioner,Sales staff,25400.0,0.0,38,1,0.131,0,0,0,0,2025-09-12,Credit Card,29614.31,Mobile App,Education,266.4,693.01,3536.69,20829.66,2312.63,634,1,v1.0,2116.67,1157.26,0.111,5849.32,Low,Low,Established,New,Low,0
100144,M,29,0,1,Married,Secondary,Rented apartment,N,Y,Commercial associate,High skill tech staff,14200.0,19.9,50,1,0.198,1,1,1,0,2026-09-11,Credit Card,11197.18,Branch,Travel,213.31,454.0,4174.6,12812.78,2117.58,667,1,v1.0,1183.33,516.02,0.1653,6292.18,Low,Low,Established,Long Tenure,Moderate,0
100145,M,39,0,1,Single / not married,Secondary,House / apartment,N,N,Working,Laborers,67300.0,3.7,72,0,0.163,0,1,0,1,2026-06-16,Personal Loan,57899.34,Mobile App,Travel,856.59,3345.83,8440.86,20935.06,3075.44,652,1,v1.0,5608.33,1405.91,0.1469,11516.3,High,Low,Long,Experienced,Low,1
100146,F,46,3,5,Married,Secondary,House / apartment,Y,N,Commercial associate,Sales staff,48100.0,8.3,157,0,0.353,0,1,0,1,2025-01-22,Personal Loan,105168.3,Branch,Emergency Expense,1620.85,2523.37,30081.45,18866.37,5663.4,685,1,v1.0,4008.33,-135.89,0.3002,35744.85,Medium,High,Long,Long Tenure,Low,1
100147,F,36,1,3,Married,Secondary,Rented apartment,N,Y,Student,Accountants,12700.0,5.0,49,2,0.337,1,0,1,0,2025-05-26,Credit Card,11317.78,Branch,Debt Consolidation,349.08,677.05,2945.52,30107.59,5869.1,599,1,v1.0,1058.33,32.2,0.1949,8814.62,Low,Moderate,Established,Experienced,Moderate,0
100148,M,21,0,2,Married,Secondary,House / apartment,Y,N,Working,Accountants,21100.0,23.6,0,0,0.204,0,0,0,1,2026-05-27,Credit Line,79358.19,Branch,Debt Consolidation,364.13,813.34,6928.9,5010.17,997.61,555,1,v1.0,1758.33,580.86,0.1991,7926.51,Low,Moderate,New,Long Tenure,Low,1
100149,M,53,3,5,Married,Incomplete higher,With parents,N,Y,Working,Cooking staff,64400.0,4.2,176,3,0.436,0,0,0,1,2025-02-06,Personal Loan,88978.12,Branch,Debt Consolidation,2060.72,2992.1,29578.63,66087.35,12530.57,639,1,v1.0,5366.67,313.85,0.1896,42109.2,High,High,Long,Experienced,Low,1
100150,F,42,1,3,Single / not married,Lower secondary,House / apartment,N,Y,State servant,Drivers,76800.0,17.0,55,1,0.074,0,1,1,1,2026-06-18,Personal Loan,112780.01,Branch,General Spending,570.71,2746.85,11540.89,40371.51,2485.62,647,1,v1.0,6400.0,3082.44,0.0616,14026.51,High,Low,Established,Long Tenure,Low,1
100151,M,35,1,3,Single / not married,Higher education,Rented apartment,N,Y,Student,Managers,16800.0,3.1,69,2,0.242,1,0,1,0,2025-06-25,Personal Loan,53614.05,Mobile App,General Spending,315.45,763.49,2783.29,21859.53,8162.57,632,1,v1.0,1400.0,321.06,0.3734,10945.86,Low,Moderate,Long,Experienced,Moderate,0
100152,M,49,0,2,Single / not married,Secondary,Rented apartment,N,N,Commercial associate,Drivers,33700.0,1.3,38,0,0.179,0,0,0,0,2026-07-26,Credit Card,55511.97,Mobile App,General Spending,455.44,992.09,10272.01,12672.17,3749.07,631,1,v1.0,2808.33,1360.8,0.2959,14021.08,Medium,Low,Established,Early Career,Low,0
